nid,sid,label
MLS002252094-01,85200268,medium
MLS002252044-01,85200123,low
MLS002245980-01,85198783,high
MLS002248801-01,85199450,high
MLS002252010-01,85200095,medium
MLS002252022-01,85200106,low
MLS002252070-01,85200248,low
MLS002252051-01,85200233,medium
MLS002252013-01,85200098,medium
MLS002252711-01,85198772,medium
MLS002245935-01,85198689,low
MLS002245950-01,85198697,medium
MLS002252063-01,85200242,medium
MLS002252064-01,85200243,medium
MLS002252035-01,85200115,medium
MLS002252039-01,85200119,medium
MLS002252791-01,85198878,low
MLS002252762-01,85198779,medium
MLS002245959-01,85198703,medium
MLS002245977-01,85198717,medium
MLS002252066-01,85200245,medium
MLS002252006-01,85200092,medium
MLS002252056-01,85200237,medium
MLS002252802-01,85198879,medium
MLS002251325-01,85199095,medium
MLS002246020-01,85198812,medium
MLS002245984-01,85198787,medium
MLS002245957-01,85198701,low
MLS002252036-01,85200116,medium
MLS002252095-01,85200269,low
MLS002252090-01,85200265,medium
MLS002251330-01,85199097,medium
MLS002252087-01,85200262,medium
MLS002246001-01,85198799,high
MLS002245982-01,85198785,low
MLS002246002-01,85198800,low
MLS002252012-01,85200097,low
MLS002252038-01,85200118,medium
MLS002252719-01,85198774,medium
MLS002252082-01,85200257,low
MLS002252015-01,85200100,medium
MLS002245989-01,85198790,low
MLS002246005-01,85198802,low
MLS002245952-01,85198698,medium
MLS002252717-01,85198773,high
MLS002252721-01,85198775,medium
MLS002251339-01,85199099,medium
MLS002252085-01,85200260,medium
MLS002252011-01,85200096,medium
MLS002246024-01,85198815,high
MLS002245958-01,85198702,medium
MLS002245999-01,85198798,medium
MLS002251398-01,85199108,medium
MLS002252088-01,85200263,low
MLS002252017-01,85200101,low
MLS002252100-01,85200270,medium
MLS002252076-01,85200254,medium
MLS002246009-01,85198803,high
MLS002245995-01,85198795,high
MLS002252112-01,85270249,medium
MLS002252046-01,85200229,medium
MLS002252032-01,85200112,medium
MLS002252058-01,85200238,medium
MLS002252067-01,85200246,medium
MLS002252042-01,85200121,medium
MLS002248736-01,85199319,medium
MLS002248741-01,85199323,high
MLS002245143-01,85199772,high
MLS002245962-01,85198705,high
MLS002245960-01,85198704,high
MLS002248788-01,85199353,low
MLS002246019-01,85198811,medium
MLS002245934-01,85198688,high
MLS002252706-01,85198770,high
MLS002252654-01,85198659,medium
MLS002252616-01,85198629,low
MLS002245955-01,85198699,high
MLS002246018-01,85198810,medium
MLS002245991-01,85198792,medium
MLS002245933-01,85198687,medium
MLS002245970-01,85198712,low
MLS002249716-01,85198483,medium
MLS002252675-01,85198678,high
MLS002249780-01,85198578,medium
MLS002252767-01,85198780,low
MLS002252757-01,85198778,medium
MLS002245987-01,85198789,high
MLS002245963-01,85198706,medium
MLS002245993-01,85198794,medium
MLS002249806-01,85198599,high
MLS002249791-01,85198586,low
MLS002252703-01,85198767,low
MLS002245981-01,85198784,medium
MLS002245998-01,85198797,medium
MLS002245937-01,85198691,medium
MLS002245965-01,85198708,high
MLS002248752-01,85199332,medium
MLS002249773-01,85198572,low
MLS002249786-01,85198583,high
MLS002249803-01,85198596,low
MLS002245992-01,85198793,high
MLS002245956-01,85198700,low
MLS002245983-01,85198786,medium
MLS002245946-01,85198694,low
MLS002248776-01,85199348,high
MLS002249798-01,85198591,medium
MLS002252641-01,85198649,medium
MLS002252705-01,85198769,medium
MLS002245936-01,85198690,medium
MLS002245948-01,85198695,medium
MLS002246015-01,85198808,medium
MLS002246012-01,85198806,high
MLS002248817-01,85199464,medium
MLS002249747-01,85198551,medium
MLS002249713-01,85198481,medium
MLS002252685-01,85198754,low
MLS002245968-01,85198710,low
MLS002246026-01,85198816,medium
MLS002245979-01,85198719,medium
MLS002245949-01,85198696,low
MLS002248798-01,85199448,medium
MLS002249744-01,85198548,medium
MLS002249799-01,85198592,high
MLS002249745-01,85198549,low
MLS002246022-01,85198813,high
MLS002246010-01,85198804,medium
MLS002245990-01,85198791,low
MLS002245941-01,85198692,high
MLS002246017-01,85198809,high
MLS002249777-01,85198575,medium
MLS002252625-01,85198637,medium
MLS002249804-01,85198597,medium
MLS002245978-01,85198718,low
MLS002246023-01,85198814,medium
MLS002245943-01,85198693,medium
MLS002246003-01,85198801,medium
MLS002252656-01,85198661,low
MLS002252647-01,85198654,low
MLS002249753-01,85198557,high
MLS002252667-01,85198672,high
MLS002245986-01,85198788,high
MLS002245932-01,85198686,medium
MLS002245972-01,85198714,medium
MLS002245975-01,85198716,medium
MLS002252687-01,85198755,low
MLS002252673-01,85198676,high
MLS002252682-01,85198685,high
MLS002252696-01,85198761,medium
MLS002249683-01,85198460,low
MLS002246360-01,85199137,medium
MLS002246348-01,85199129,medium
MLS002249637-01,85198425,medium
MLS002249642-01,85198428,low
MLS002247981-01,85199988,medium
MLS002249648-01,85198432,medium
MLS002249649-01,85198433,medium
MLS002246394-01,85199165,low
MLS002246140-01,85198962,medium
MLS002246157-01,85198971,low
MLS002246143-01,85198964,medium
MLS002246196-01,85199081,high
MLS002246194-01,85199080,medium
MLS002246198-01,85199083,high
MLS002246130-01,85198956,medium
MLS002248760-01,85199335,low
MLS002248027-01,85200001,low
MLS002246411-01,85199277,medium
MLS002246328-01,85199114,high
MLS002249641-01,85198427,medium
MLS002249695-01,85198468,high
MLS002246357-01,85199136,high
MLS002249660-01,85198440,low
MLS002252783-01,85198782,medium
MLS002248797-01,85199447,high
MLS002252065-01,85200244,medium
MLS002252079-01,85200255,medium
MLS002252026-01,85200109,high
MLS002252031-01,85200111,medium
MLS002252014-01,85200099,medium
MLS002252072-01,85200250,medium
MLS002248019-01,85199999,medium
MLS002248871-01,85269543,medium
MLS002246171-01,85198980,medium
MLS002246134-01,85198957,medium
MLS002246166-01,85198976,low
MLS002246170-01,85198979,medium
MLS002246169-01,85198978,medium
MLS002246164-01,85198975,medium
MLS002251265-01,85269305,medium
MLS002251256-01,85269297,medium
MLS002245745-01,85271811,medium
MLS002248949-01,85269861,low
MLS002249369-01,85270956,medium
MLS002249367-01,85270899,medium
MLS002247997-01,85199994,high
MLS002247975-01,85199985,medium
MLS002248707-01,85199299,medium
MLS002248692-01,85199291,high
MLS002248714-01,85199305,medium
MLS002248636-01,85199173,low
MLS002248718-01,85199308,medium
MLS002244979-01,85199442,medium
MLS002244988-01,85199540,medium
MLS002252379-01,85198404,medium
MLS002248632-01,85199170,medium
MLS002248715-01,85199306,medium
MLS002248667-01,85199192,low
MLS002248668-01,85199193,medium
MLS002248686-01,85199200,low
MLS002248687-01,85199288,medium
MLS002252939-01,85199029,medium
MLS002252309-01,85198337,medium
MLS002252695-01,85198760,medium
MLS002252623-01,85198635,medium
MLS002252663-01,85198668,high
MLS002252652-01,85198657,high
MLS002246011-01,85198805,high
MLS002245973-01,85198715,medium
MLS002245971-01,85198713,medium
MLS002244760-01,85201903,high
MLS002252679-01,85198682,medium
MLS002252645-01,85198653,low
MLS002252637-01,85198646,medium
MLS002245964-01,85198707,high
MLS002248728-01,85199313,medium
MLS002248819-01,85199466,low
MLS002245967-01,85198709,medium
MLS002245996-01,85198796,high
MLS002245040-01,85199580,low
MLS002245107-01,85199742,low
MLS002245012-01,85199559,high
MLS002244959-01,85199428,medium
MLS002244970-01,85199437,medium
MLS002249004-01,85199726,medium
MLS002249023-01,85199865,medium
MLS002246159-01,85198972,medium
MLS002245080-01,85199614,low
MLS002244950-01,85199422,low
MLS002245031-01,85199573,medium
MLS002245024-01,85199568,medium
MLS002249000-01,85199723,medium
MLS002245112-01,85199747,high
MLS002245065-01,85199601,medium
MLS002246189-01,85198991,low
MLS002244994-01,85199545,medium
MLS002248933-01,85199691,low
MLS002248992-01,85199719,medium
MLS002249002-01,85199724,low
MLS002245109-01,85199744,medium
MLS002245117-01,85199752,low
MLS002245050-01,85199587,medium
MLS002246197-01,85199082,medium
MLS002248995-01,85199722,medium
MLS002245002-01,85199551,low
MLS002244942-01,85199416,low
MLS002244986-01,85199538,low
MLS002245102-01,85199737,high
MLS002245096-01,85199732,medium
MLS002245051-01,85199588,high
MLS002246215-01,85199089,medium
MLS002245027-01,85199570,medium
MLS002245006-01,85199555,medium
MLS002245020-01,85199565,medium
MLS002244963-01,85199430,medium
MLS002245038-01,85199578,high
MLS002245090-01,85199728,high
MLS002245091-01,85199729,low
MLS002246181-01,85198988,medium
MLS002245007-01,85199556,medium
MLS002244945-01,85199419,medium
MLS002245023-01,85199567,medium
MLS002244962-01,85199429,medium
MLS002244955-01,85199426,low
MLS002245122-01,85199756,medium
MLS002245114-01,85199749,high
MLS002248991-01,85199718,low
MLS002244987-01,85199539,medium
MLS002244947-01,85199420,high
MLS002244977-01,85199441,low
MLS002245034-01,85199575,low
MLS002244954-01,85199425,low
MLS002245110-01,85199745,high
MLS002245123-01,85199757,high
MLS002248942-01,85199695,low
MLS002244974-01,85199439,medium
MLS002245014-01,85199560,medium
MLS002244968-01,85199435,medium
MLS002244953-01,85199424,medium
MLS002245035-01,85199576,low
MLS002244996-01,85199547,low
MLS002245063-01,85199599,low
MLS002249009-01,85199860,low
MLS002244997-01,85199548,medium
MLS002245037-01,85199577,medium
MLS002244944-01,85199418,low
MLS002245003-01,85199552,low
MLS002244967-01,85199434,medium
MLS002245084-01,85199618,medium
MLS002245046-01,85199584,medium
MLS002248985-01,85199716,medium
MLS002244992-01,85199544,medium
MLS002245016-01,85199561,medium
MLS002245017-01,85199562,medium
MLS002244964-01,85199431,medium
MLS002244981-01,85199444,medium
MLS002244998-01,85199549,low
MLS002244794-01,85201909,high
MLS002248927-01,85199687,high
MLS002249653-01,85198436,medium
MLS002249630-01,85198389,high
MLS002249616-01,85198379,high
MLS002249617-01,85198380,medium
MLS002246420-01,85199285,medium
MLS002246391-01,85199163,high
MLS002246417-01,85199282,medium
MLS002249624-01,85198384,medium
MLS002249663-01,85198443,medium
MLS002249680-01,85198457,low
MLS002249671-01,85198449,medium
MLS002249687-01,85198463,medium
MLS002246335-01,85199120,medium
MLS002246361-01,85199138,medium
MLS002247939-01,85199854,medium
MLS002246415-01,85199281,medium
MLS002246350-01,85199131,low
MLS002249710-01,85198478,low
MLS002246366-01,85199143,medium
MLS002246409-01,85199275,medium
MLS002246414-01,85199280,medium
MLS002246323-01,85199111,low
MLS002249686-01,85198462,high
MLS002246356-01,85199135,medium
MLS002246386-01,85199158,medium
MLS002249666-01,85198445,medium
MLS002246372-01,85199147,medium
MLS002246393-01,85199164,medium
MLS002246330-01,85199116,medium
MLS002246401-01,85199268,medium
MLS002249698-01,85198470,high
MLS002246407-01,85199274,high
MLS002249418-01,85198328,low
MLS002249619-01,85198381,medium
MLS002246367-01,85199144,medium
MLS002246400-01,85199267,medium
MLS002246341-01,85199124,medium
MLS002244822-01,85201918,high
MLS002246390-01,85199162,medium
MLS002246413-01,85199279,medium
MLS002249324-01,85198310,medium
MLS002246346-01,85199127,low
MLS002246396-01,85199263,medium
MLS002246406-01,85199273,low
MLS002246362-01,85199139,medium
MLS002249623-01,85198383,low
MLS002246337-01,85199121,low
MLS002246405-01,85199272,medium
MLS002249417-01,85198327,medium
MLS002246384-01,85199156,medium
MLS002246380-01,85199154,high
MLS002246399-01,85199266,high
MLS002246376-01,85199151,low
MLS002249631-01,85198390,low
MLS002246402-01,85199269,high
MLS002246410-01,85199276,high
MLS002249636-01,85198424,medium
MLS002246421-01,85199286,low
MLS002246371-01,85199146,medium
MLS002246363-01,85199140,high
MLS002248025-01,85200000,medium
MLS002252888-01,85198948,medium
MLS002246339-01,85199122,medium
MLS002246398-01,85199265,medium
MLS002249654-01,85198437,medium
MLS002246354-01,85199134,low
MLS002246329-01,85199115,medium
MLS002248000-01,85199995,low
MLS002249640-01,85198426,medium
MLS002249684-01,85198461,low
MLS002246349-01,85199130,medium
MLS002247962-01,85199979,medium
MLS002249614-01,85198377,medium
MLS002246327-01,85199113,medium
MLS002247936-01,85199853,medium
MLS002249629-01,85198388,medium
MLS002249707-01,85198476,medium
MLS002246389-01,85199161,low
MLS002246419-01,85199284,medium
MLS002247984-01,85199989,medium
MLS002251525-01,85269760,medium
MLS002248103-01,85268727,medium
MLS002248147-01,85269158,medium
MLS002245537-01,85271590,medium
MLS002244918-01,85270316,low
MLS002248649-01,85269427,low
MLS002252434-01,85271366,high
MLS002249797-01,85269178,medium
MLS002251203-01,85269253,low
MLS002248091-01,85268717,low
MLS002248313-01,85268856,medium
MLS002248284-01,85268539,high
MLS002245045-01,85270339,high
MLS002245022-01,85270336,medium
MLS002252572-01,85271400,medium
MLS002251096-01,85268909,medium
MLS002251134-01,85269213,medium
MLS002248145-01,85269156,medium
MLS002248308-01,85268851,medium
MLS002170855-01,85270451,medium
MLS002244871-01,85270298,low
MLS002249659-01,85270945,medium
MLS002252913-01,85269661,medium
MLS002251181-01,85269233,medium
MLS002251580-01,85269802,medium
MLS002248058-01,85268691,high
MLS002248156-01,85269167,high
MLS002165866-01,85270620,medium
MLS002246383-01,85268349,low
MLS002252600-01,85268782,low
MLS002252973-01,85269673,medium
MLS002245583-01,85271663,medium
MLS002251586-01,85269808,low
MLS002248047-01,85268685,low
MLS002248291-01,85268544,medium
MLS002158804-01,85270774,high
MLS002251567-01,85269792,medium
MLS002252565-01,85271399,medium
MLS002249639-01,85270940,medium
MLS002245641-01,85271715,medium
MLS002251169-01,85269225,medium
MLS002248221-01,85270822,medium
MLS002248171-01,85271606,medium
MLS002251475-01,85269737,low
MLS002251464-01,85269731,medium
MLS002252378-01,85271329,medium
MLS002244769-01,85273657,high
MLS002245545-01,85271597,low
MLS002251578-01,85269801,medium
MLS002248049-01,85268687,medium
MLS002248323-01,85268866,low
MLS002245769-01,85271493,medium
MLS002245788-01,85271509,medium
MLS002252605-01,85268784,low
MLS002245049-01,85267961,low
MLS002251826-01,85270062,medium
MLS002248064-01,85268695,medium
MLS002248225-01,85270826,high
MLS002248295-01,85268840,high
MLS002245808-01,85271528,medium
MLS002244911-01,85270313,high
MLS002249692-01,85270951,medium
MLS002252077-01,85270230,medium
MLS002252751-01,85269617,medium
MLS002248114-01,85268737,medium
MLS002251534-01,85269767,medium
MLS002248302-01,85268845,medium
MLS002248965-01,85269866,medium
MLS002251445-01,85269462,medium
MLS002248701-01,85269134,medium
MLS002245000-01,85270333,medium
MLS002248317-01,85268860,low
MLS002248118-01,85268740,low
MLS002248223-01,85270824,medium
MLS002245589-01,85271667,medium
MLS002246359-01,85268327,medium
MLS002252954-01,85269669,medium
MLS002252308-01,85271319,low
MLS002252716-01,85269203,medium
MLS002252778-01,85269637,high
MLS002252357-01,85198372,low
MLS002245028-01,85199571,low
MLS002252374-01,85198401,low
MLS002248681-01,85199197,high
MLS002248679-01,85199196,medium
MLS002248691-01,85199290,low
MLS002248704-01,85199297,high
MLS002248628-01,85199168,medium
MLS002252969-01,85199052,low
MLS002244982-01,85199536,medium
MLS002252457-01,85198422,medium
MLS002248716-01,85199307,high
MLS002248656-01,85199185,low
MLS002246347-01,85199128,low
MLS002246343-01,85199126,medium
MLS002246373-01,85199148,medium
MLS002252914-01,85199012,medium
MLS002252961-01,85199045,medium
MLS002252369-01,85198398,medium
MLS002248666-01,85199191,medium
MLS002248627-01,85199167,medium
MLS002252331-01,85198356,high
MLS002252346-01,85198365,high
MLS002252325-01,85198351,low
MLS002252940-01,85199030,medium
MLS002252472-01,85198500,medium
MLS002252310-01,85198338,medium
MLS002246333-01,85199118,medium
MLS002252387-01,85198410,high
MLS002252368-01,85198397,medium
MLS002252342-01,85198363,low
MLS002252328-01,85198354,medium
MLS002252418-01,85198415,medium
MLS002252386-01,85198409,low
MLS002252370-01,85198399,high
MLS002252391-01,85198413,low
MLS002252298-01,85198331,low
MLS002252352-01,85198368,medium
MLS002252332-01,85198357,medium
MLS002252320-01,85198347,high
MLS002252421-01,85198417,low
MLS002252382-01,85198406,low
MLS002252390-01,85198412,medium
MLS002252356-01,85198371,medium
MLS002252299-01,85198332,medium
MLS002248696-01,85199294,medium
MLS002248685-01,85199199,medium
MLS002248693-01,85199292,medium
MLS002244770-01,85201904,high
MLS002252312-01,85198340,low
MLS002252363-01,85198393,medium
MLS002252311-01,85198339,high
MLS002248642-01,85199178,low
MLS002248705-01,85199298,high
MLS002248659-01,85199187,medium
MLS002248710-01,85199301,medium
MLS002252347-01,85198366,medium
MLS002252319-01,85198346,high
MLS002252380-01,85198405,low
MLS002252326-01,85198352,medium
MLS002248639-01,85199175,high
MLS002248712-01,85199303,low
MLS002248673-01,85199194,low
MLS002248644-01,85199180,medium
MLS002252337-01,85198360,low
MLS002252344-01,85198364,medium
MLS002252353-01,85198369,low
MLS002248635-01,85199172,medium
MLS002248641-01,85199177,high
MLS002248660-01,85199188,low
MLS002248654-01,85199183,medium
MLS002248629-01,85199169,medium
MLS002249714-01,85198482,high
MLS002249186-01,85200056,medium
MLS002252827-01,85198899,medium
MLS002252807-01,85198883,medium
MLS002252825-01,85198897,medium
MLS002248761-01,85199336,medium
MLS002248814-01,85199461,high
MLS002248746-01,85199327,medium
MLS002248551-01,85269075,high
MLS002246254-01,85268271,medium
MLS002247898-01,85268578,high
MLS002247903-01,85268583,medium
MLS002248549-01,85269073,low
MLS002248585-01,85269093,medium
MLS002245298-01,85268028,low
MLS002253028-01,85269713,high
MLS002248565-01,85269089,medium
MLS002246263-01,85268280,medium
